-----------------------------------------------------------------------------------------------------------------------------

Elevation report for the  watershed     1/1/0001 5:48:01 PM     4/8/2021 12:00:00 AM

-----------------------------------------------------------------------------------------------------------------------------


Statistics:: All elevations reported in meters
-----------

  Min.    Elevation: 1247
  Max.    Elevation: 3007
  Mean.   Elevation: 1547.28933906696
  Std.    Deviation: 243.740436231368

                    Elevation          % Area Below Elevation         % Area Watershed

                    1622                     17.15                     .35
                    1623                     17.47                     .32
                    1624                     17.73                     .26
                    1625                     17.95                     .23
                    1626                     18.13                     .18
                    1627                     18.41                     .28
                    1628                     18.6                      .19
                    1629                     18.77                     .17
                    1630                     18.97                     .2
                    1631                     19.17                     .2
                    1632                     19.3                      .14
                    1633                     19.43                     .13
                    1634                     19.61                     .18
                    1635                     19.75                     .14
                    1636                     19.87                     .13
                    1637                     20.05                     .18
                    1638                     20.17                     .12
                    1639                     20.29                     .12
                    1640                     20.44                     .15
                    1641                     20.63                     .19
                    1642                     20.76                     .13
                    1643                     20.91                     .15
                    1644                     21.02                     .11
                    1645                     21.11                     .09
                    1646                     21.22                     .11
                    1647                     21.31                     .09
                    1648                     21.43                     .12
                    1649                     21.53                     .11
                    1650                     21.66                     .13
                    1651                     21.8                      .14
                    1652                     21.86                     .06
                    1653                     21.98                     .11
                    1654                     22.04                     .06
                    1655                     22.1                      .07
                    1656                     22.2                      .1
                    1657                     22.28                     .08
                    1658                     22.42                     .14
                    1659                     22.46                     .05
                    1660                     22.55                     .09
                    1661                     22.66                     .11
                    1662                     22.75                     .09
                    1663                     22.82                     .08
                    1664                     22.91                     .08
                    1665                     22.95                     .05
                    1666                     23.03                     .08
                    1667                     23.1                      .08
                    1668                     23.2                      .1
                    1669                     23.25                     .05
                    1670                     23.28                     .03
                    1671                     23.37                     .09
                    1672                     23.42                     .05
                    1673                     23.52                     .11
                    1674                     23.55                     .03
                    1675                     23.61                     .06
                    1676                     23.68                     .07
                    1677                     23.72                     .04
                    1678                     23.75                     .03
                    1679                     23.8                      .05
                    1680                     23.87                     .07
                    1681                     23.9                      .04
                    1682                     23.95                     .05
                    1683                     24.01                     .06
                    1684                     24.04                     .03
                    1685                     24.09                     .05
                    1686                     24.11                     .02
                    1687                     24.17                     .06
                    1688                     24.23                     .07
                    1689                     24.26                     .03
                    1690                     24.32                     .06
                    1691                     24.35                     .02
                    1692                     24.39                     .05
                    1693                     24.44                     .05
                    1694                     24.49                     .05
                    1695                     24.53                     .05
                    1696                     24.57                     .04
                    1697                     24.62                     .05
                    1698                     24.65                     .02
                    1699                     24.69                     .05
                    1700                     24.72                     .03
                    1701                     24.78                     .06
                    1702                     24.83                     .05
                    1703                     24.86                     .03
                    1704                     24.89                     .02
                    1705                     24.92                     .04
                    1706                     24.95                     .03
                    1707                     24.98                     .02
                    1708                     25.02                     .05
                    1709                     25.08                     .05
                    1710                     25.11                     .03
                    1711                     25.17                     .07
                    1712                     25.2                      .02
                    1713                     25.23                     .04
                    1714                     25.29                     .06
                    1715                     25.34                     .05
                    1716                     25.37                     .03
                    1717                     25.4                      .03
                    1718                     25.47                     .07
                    1719                     25.5                      .03
                    1720                     25.59                     .09
                    1721                     25.62                     .04
                    1722                     25.66                     .04
                    1723                     25.71                     .05
                    1724                     25.73                     .02
                    1725                     25.78                     .05
                    1726                     25.83                     .05
                    1727                     25.87                     .05
                    1728                     25.92                     .05
                    1729                     25.97                     .05
                    1730                     26.05                     .08
                    1731                     26.08                     .03
                    1732                     26.12                     .04
                    1733                     26.22                     .11
                    1734                     26.29                     .07
                    1735                     26.37                     .08
                    1736                     26.42                     .05
                    1737                     26.48                     .06
                    1738                     26.51                     .03
                    1739                     26.62                     .11
                    1740                     26.67                     .05
                    1741                     26.73                     .06
                    1742                     26.79                     .06
                    1743                     26.85                     .05
                    1744                     26.95                     .11
                    1745                     27.12                     .17
                    1746                     27.18                     .07
                    1747                     27.27                     .08
                    1748                     27.35                     .08
                    1749                     27.46                     .11
                    1750                     27.58                     .12
                    1751                     27.69                     .11
                    1752                     27.78                     .09
                    1753                     27.9                      .13
                    1754                     28.05                     .14
                    1755                     28.21                     .17
                    1756                     28.41                     .2
                    1757                     28.53                     .13
                    1758                     28.68                     .14
                    1759                     28.84                     .17
                    1760                     28.98                     .14
                    1761                     29.11                     .13
                    1762                     29.2                      .1
                    1763                     29.31                     .11
                    1764                     29.46                     .15
                    1765                     29.58                     .12
                    1766                     29.68                     .1
                    1767                     29.77                     .09
                    1768                     29.83                     .07
                    1769                     29.98                     .14
                    1770                     30.09                     .11
                    1771                     30.21                     .12
                    1772                     30.29                     .08
                    1773                     30.42                     .13
                    1774                     30.58                     .17
                    1775                     30.77                     .19
                    1776                     30.85                     .08
                    1777                     30.96                     .11
                    1778                     31.06                     .1
                    1779                     31.15                     .09
                    1780                     31.26                     .11
                    1781                     31.34                     .08
                    1782                     31.44                     .1
                    1783                     31.5                      .06
                    1784                     31.57                     .07
                    1785                     31.69                     .13
                    1786                     31.78                     .09
                    1787                     31.87                     .09
                    1788                     31.93                     .05
                    1789                     31.96                     .04
                    1790                     32.1                      .14
                    1791                     32.21                     .11
                    1792                     32.29                     .08
                    1793                     32.39                     .1
                    1794                     32.42                     .04
                    1795                     32.51                     .08
                    1796                     32.61                     .11
                    1797                     32.72                     .11
                    1798                     32.77                     .05
                    1799                     32.83                     .06
                    1800                     32.93                     .11
                    1801                     33                        .07
                    1802                     33.07                     .07
                    1803                     33.14                     .07
                    1804                     33.23                     .09
                    1805                     33.29                     .07
                    1806                     33.37                     .08
                    1807                     33.44                     .07
                    1808                     33.54                     .11
                    1809                     33.6                      .06
                    1810                     33.69                     .09
                    1811                     33.77                     .08
                    1812                     33.85                     .08
                    1813                     33.91                     .06
                    1814                     34.03                     .12
                    1815                     34.07                     .04
                    1816                     34.16                     .09
                    1817                     34.25                     .09
                    1818                     34.34                     .09
                    1819                     34.46                     .13
                    1820                     34.52                     .06
                    1821                     34.61                     .09
                    1822                     34.7                      .09
                    1823                     34.78                     .08
                    1824                     34.88                     .11
                    1825                     35                        .12
                    1826                     35.09                     .08
                    1827                     35.17                     .08
                    1828                     35.23                     .06
                    1829                     35.33                     .11
                    1830                     35.42                     .09
                    1831                     35.5                      .08
                    1832                     35.58                     .08
                    1833                     35.69                     .11
                    1834                     35.79                     .09
                    1835                     35.83                     .05
                    1836                     35.91                     .08
                    1837                     35.96                     .05
                    1838                     36.05                     .09
                    1839                     36.12                     .07
                    1840                     36.21                     .09
                    1841                     36.26                     .05
                    1842                     36.32                     .06
                    1843                     36.38                     .06
                    1844                     36.42                     .05
                    1845                     36.51                     .08
                    1846                     36.59                     .08
                    1847                     36.73                     .14
                    1848                     36.82                     .09
                    1849                     36.89                     .07
                    1850                     36.96                     .07
                    1851                     37.05                     .09
                    1852                     37.14                     .09
                    1853                     37.25                     .11
                    1854                     37.31                     .06
                    1855                     37.41                     .1
                    1856                     37.47                     .07
                    1857                     37.53                     .06
                    1858                     37.65                     .12
                    1859                     37.75                     .1
                    1860                     37.8                      .05
                    1861                     37.86                     .06
                    1862                     37.94                     .08
                    1863                     38.04                     .1
                    1864                     38.14                     .11
                    1865                     38.25                     .11
                    1866                     38.28                     .04
                    1867                     38.32                     .04
                    1868                     38.38                     .06
                    1869                     38.43                     .05
                    1870                     38.46                     .02
                    1871                     38.54                     .08
                    1872                     38.63                     .09
                    1873                     38.65                     .02
                    1874                     38.72                     .07
                    1875                     38.79                     .08
                    1876                     38.85                     .06
                    1877                     38.88                     .03
                    1878                     38.96                     .08
                    1879                     39.09                     .14
                    1880                     39.15                     .06
                    1881                     39.21                     .06
                    1882                     39.29                     .08
                    1883                     39.33                     .04
                    1884                     39.37                     .05
                    1885                     39.42                     .05
                    1886                     39.52                     .1
                    1887                     39.58                     .06
                    1888                     39.63                     .05
                    1889                     39.72                     .09
                    1890                     39.75                     .03
                    1891                     39.77                     .02
                    1892                     39.82                     .05
                    1893                     39.88                     .05
                    1894                     39.94                     .06
                    1895                     40.07                     .14
                    1896                     40.1                      .03
                    1897                     40.15                     .05
                    1898                     40.2                      .05
                    1899                     40.21                     .02
                    1900                     40.24                     .03
                    1901                     40.3                      .05
                    1902                     40.32                     .02
                    1903                     40.38                     .06
                    1904                     40.47                     .09
                    1905                     40.49                     .02
                    1906                     40.54                     .05
                    1907                     40.59                     .05
                    1908                     40.62                     .03
                    1909                     40.69                     .07
                    1910                     40.74                     .05
                    1911                     40.79                     .05
                    1912                     40.85                     .06
                    1913                     40.93                     .08
                    1914                     40.96                     .03
                    1915                     40.98                     .02
                    1916                     41.05                     .08
                    1917                     41.1                      .05
                    1918                     41.12                     .02
                    1919                     41.19                     .07
                    1920                     41.23                     .05
                    1921                     41.27                     .04
                    1922                     41.29                     .02
                    1923                     41.33                     .04
                    1924                     41.43                     .1
                    1925                     41.46                     .03
                    1926                     41.51                     .05
                    1927                     41.55                     .04
                    1928                     41.57                     .02
                    1929                     41.63                     .06
                    1930                     41.71                     .08
                    1931                     41.75                     .05
                    1932                     41.83                     .08
                    1933                     41.86                     .04
                    1934                     41.89                     .02
                    1935                     41.91                     .02
                    1936                     41.97                     .06
                    1937                     42.01                     .05
                    1938                     42.07                     .05
                    1939                     42.11                     .05
                    1940                     42.16                     .05
                    1941                     42.2                      .04
                    1942                     42.23                     .03
                    1943                     42.27                     .04
                    1944                     42.28                     .02
                    1945                     42.29                     .01
                    1946                     42.33                     .04
                    1947                     42.36                     .03
                    1948                     42.4                      .04
                    1949                     42.43                     .04
                    1950                     42.46                     .03
                    1951                     42.49                     .02
                    1952                     42.51                     .02
                    1953                     42.55                     .04
                    1954                     42.57                     .02
                    1955                     42.58                     .01
                    1956                     42.63                     .05
                    1957                     42.66                     .03
                    1958                     42.67                     .02
                    1959                     42.71                     .04
                    1960                     42.78                     .07
                    1961                     42.83                     .05
                    1962                     42.85                     .02
                    1963                     42.87                     .02
                    1964                     42.89                     .02
                    1965                     42.91                     .02
                    1966                     42.95                     .04
                    1967                     42.98                     .04
                    1968                     43.02                     .04
                    1969                     43.06                     .04
                    1970                     43.09                     .03
                    1971                     43.14                     .05
                    1972                     43.17                     .03
                    1973                     43.21                     .04
                    1974                     43.23                     .02
                    1975                     43.28                     .05
                    1976                     43.28                     .01
                    1977                     43.31                     .02
                    1978                     43.34                     .04
                    1979                     43.37                     .02
                    1980                     43.41                     .05
                    1981                     43.45                     .04
                    1982                     43.49                     .04
                    1983                     43.51                     .02
                    1984                     43.52                     .02
                    1985                     43.56                     .04
                    1986                     43.59                     .03
                    1987                     43.64                     .05
                    1988                     43.66                     .02
                    1989                     43.7                      .04
                    1990                     43.72                     .02
                    1991                     43.78                     .06
                    1992                     43.82                     .04
                    1993                     43.85                     .03
                    1994                     43.89                     .05
                    1995                     43.92                     .03
                    1996                     43.97                     .05
                    1997                     44.01                     .04
                    1998                     44.06                     .05
                    1999                     44.09                     .04
                    2000                     44.12                     .03
                    2001                     44.16                     .04
                    2002                     44.21                     .05
                    2003                     44.22                     .02
                    2004                     44.24                     .02
                    2005                     44.27                     .03
                    2006                     44.33                     .06
                    2007                     44.36                     .04
                    2008                     44.42                     .05
                    2009                     44.45                     .03
                    2010                     44.47                     .02
                    2011                     44.49                     .02
                    2012                     44.51                     .02
                    2013                     44.54                     .03
                    2014                     44.55                     .02
                    2015                     44.6                      .05
                    2016                     44.63                     .04
                    2017                     44.66                     .02
                    2018                     44.69                     .04
                    2019                     44.74                     .05
                    2020                     44.76                     .02
                    2021                     44.78                     .02
                    2022                     44.81                     .03
                    2023                     44.82                     .02
                    2024                     44.84                     .02
                    2025                     44.87                     .03
                    2026                     44.93                     .06
                    2027                     44.94                     .01
                    2028                     44.95                     .01
                    2029                     44.98                     .03
                    2030                     44.99                     .02
                    2031                     45.02                     .02
                    2032                     45.07                     .05
                    2033                     45.11                     .04
                    2034                     45.15                     .05
                    2035                     45.24                     .09
                    2036                     45.29                     .05
                    2037                     45.32                     .04
                    2038                     45.35                     .03
                    2039                     45.4                      .05
                    2040                     45.42                     .02
                    2041                     45.43                     .01
                    2042                     45.46                     .03
                    2043                     45.53                     .08
                    2044                     45.55                     .02
                    2045                     45.62                     .07
                    2046                     45.63                     .02
                    2047                     45.68                     .05
                    2048                     45.69                     .01
                    2049                     45.74                     .05
                    2050                     45.82                     .08
                    2051                     45.87                     .05
                    2052                     45.89                     .02
                    2053                     45.96                     .08
                    2054                     46                        .04
                    2055                     46.04                     .04
                    2056                     46.07                     .03
                    2057                     46.1                      .03
                    2058                     46.14                     .05
                    2059                     46.19                     .05
                    2060                     46.23                     .04
                    2061                     46.29                     .06
                    2062                     46.33                     .04
                    2063                     46.37                     .05
                    2064                     46.42                     .05
                    2065                     46.46                     .04
                    2066                     46.5                      .04
                    2067                     46.53                     .03
                    2068                     46.56                     .03
                    2069                     46.6                      .05
                    2070                     46.63                     .03
                    2071                     46.67                     .04
                    2072                     46.71                     .04
                    2073                     46.73                     .02
                    2074                     46.78                     .05
                    2075                     46.8                      .02
                    2076                     46.82                     .02
                    2077                     46.89                     .07
                    2078                     46.91                     .02
                    2079                     46.97                     .06
                    2080                     46.98                     .01
                    2081                     47.01                     .03
                    2082                     47.02                     .02
                    2083                     47.07                     .05
                    2084                     47.08                     .02
                    2085                     47.09                     .01
                    2086                     47.13                     .04
                    2087                     47.13                     .01
                    2088                     47.16                     .03
                    2089                     47.19                     .03
                    2090                     47.22                     .02
                    2091                     47.25                     .03
                    2092                     47.28                     .03
                    2093                     47.3                      .02
                    2094                     47.33                     .03
                    2095                     47.34                     .02
                    2096                     47.37                     .03
                    2097                     47.4                      .03
                    2098                     47.45                     .05
                    2099                     47.46                     .01
                    2100                     47.46                     .01
                    2101                     47.48                     .02
                    2102                     47.52                     .04
                    2103                     47.54                     .02
                    2104                     47.55                     .01
                    2105                     47.58                     .03
                    2106                     47.61                     .04
                    2107                     47.65                     .04
                    2108                     47.71                     .06
                    2109                     47.76                     .05
                    2110                     47.79                     .03
                    2112                     47.82                     .03
                    2113                     47.86                     .05
                    2114                     47.88                     .02
                    2115                     47.91                     .02
                    2117                     47.94                     .04
                    2118                     47.98                     .04
                    2119                     48                        .02
                    2120                     48.06                     .06
                    2121                     48.1                      .05
                    2122                     48.14                     .04
                    2123                     48.18                     .04
                    2124                     48.21                     .04
                    2125                     48.24                     .02
                    2126                     48.25                     .02
                    2127                     48.26                     .01
                    2128                     48.29                     .03
                    2129                     48.31                     .02
                    2130                     48.33                     .02
                    2131                     48.36                     .04
                    2132                     48.37                     .01
                    2133                     48.42                     .05
                    2134                     48.46                     .05
                    2135                     48.49                     .03
                    2136                     48.51                     .02
                    2137                     48.54                     .02
                    2138                     48.56                     .02
                    2139                     48.6                      .04
                    2140                     48.64                     .05
                    2141                     48.66                     .02
                    2142                     48.69                     .03
                    2143                     48.71                     .02
                    2144                     48.78                     .07
                    2145                     48.82                     .05
                    2146                     48.85                     .03
                    2147                     48.92                     .07
                    2148                     48.93                     .02
                    2149                     48.96                     .03
                    2150                     48.99                     .03
                    2151                     49.01                     .02
                    2152                     49.02                     .02
                    2153                     49.03                     .01
                    2154                     49.05                     .02
                    2155                     49.1                      .05
                    2156                     49.14                     .04
                    2157                     49.18                     .05
                    2158                     49.23                     .05
                    2160                     49.25                     .02
                    2161                     49.29                     .04
                    2162                     49.32                     .03
                    2163                     49.34                     .02
                    2164                     49.37                     .03
                    2165                     49.38                     .02
                    2166                     49.43                     .05
                    2167                     49.45                     .02
                    2168                     49.52                     .07
                    2169                     49.55                     .03
                    2170                     49.56                     .02
                    2171                     49.58                     .02
                    2172                     49.6                      .02
                    2173                     49.62                     .02
                    2174                     49.67                     .05
                    2175                     49.71                     .05
                    2176                     49.75                     .04
                    2177                     49.76                     .01
                    2178                     49.79                     .03
                    2179                     49.82                     .03
                    2180                     49.85                     .03
                    2181                     49.88                     .03
                    2182                     49.89                     .01
                    2183                     49.9                      .02
                    2184                     49.92                     .02
                    2185                     49.94                     .02
                    2186                     49.97                     .03
                    2187                     49.98                     .02
                    2188                     50.03                     .05
                    2189                     50.1                      .07
                    2190                     50.11                     .02
                    2191                     50.15                     .04
                    2192                     50.2                      .05
                    2193                     50.23                     .03
                    2194                     50.26                     .02
                    2195                     50.29                     .04
                    2196                     50.31                     .02
                    2197                     50.32                     .02
                    2198                     50.38                     .05
                    2199                     50.42                     .05
                    2200                     50.44                     .02
                    2201                     50.47                     .03
                    2202                     50.54                     .07
                    2203                     50.59                     .05
                    2204                     50.6                      .02
                    2205                     50.65                     .05
                    2206                     50.66                     .02
                    2207                     50.68                     .02
                    2208                     50.71                     .02
                    2209                     50.77                     .06
                    2210                     50.78                     .02
                    2211                     50.81                     .03
                    2212                     50.84                     .03
                    2213                     50.86                     .02
                    2214                     50.88                     .02
                    2215                     50.92                     .05
                    2216                     50.95                     .02
                    2217                     50.99                     .05
